ID,Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,Year,Latitude,Longitude
11556674,JC104221,01/04/2019 08:40:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,2019,41.799487229,-87.59381849399999
11889668,JC507495,10/25/2019 05:00:00 PM,THEFT,$500 AND UNDER,STREET,False,False,2019,41.938028812,-87.658134769
11934420,JC562647,12/28/2019 03:18:00 AM,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,GAS STATION,False,False,2019,41.750782715,-87.625813624
11797479,JC396166,08/17/2019 11:52:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2019,41.920466754,-87.65829790000001
11604790,JC163168,02/23/2019 03:12:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2019,41.779798546,-87.64164873899999
11592042,JC147807,02/11/2019 01:12:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2019,41.7791416,-87.691591137
11830994,JC434959,09/15/2019 10:04:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2019,41.912698673,-87.771574537
11708996,JC288587,06/02/2019 03:15:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2019,41.972254403,-87.726930252
11580748,JC133985,01/27/2019 03:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2019,41.742710224,-87.63408818100001
11705854,JC284679,05/30/2019 12:30:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2019,41.939920262,-87.719870948
11869688,JC483299,10/22/2019 10:30:00 PM,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,OTHER,False,False,2019,41.897195665,-87.758109018
11748303,JC337474,07/05/2019 12:00:00 AM,THEFT,FROM BUILDING,RESIDENCE,False,False,2019,41.900114659,-87.672297954
11582591,JC136384,02/01/2019 12:14:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,True,False,2019,41.901377109,-87.717734819
11656268,JC225971,04/14/2019 03:00:00 PM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,False,False,2019,41.877049534,-87.728609571
11562562,JC111752,01/08/2019 07:00:00 PM,THEFT,OVER $500,RESIDENCE-GARAGE,False,False,2019,41.886511115,-87.618196037
11583041,JC137085,02/01/2019 11:30:00 PM,THEFT,POCKET-PICKING,MOVIE HOUSE/THEATER,False,False,2019,41.754592961,-87.74152853700001
11654687,JC221765,04/12/2019 01:30:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,2019,41.951220226,-87.836650374
11814228,JC416425,09/01/2019 06:11:00 PM,BATTERY,SIMPLE,OTHER,True,False,2019,41.855434028000005,-87.628203572
11787797,JC384717,08/08/2019 03:09:00 PM,BATTERY,SIMPLE,RESIDENCE,False,False,2019,41.801123935999996,-87.717261299
11645209,JC212268,04/05/2019 02:30:00 AM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,2019,41.909577258,-87.749867783
11602468,JC160327,02/09/2019 10:00:00 AM,THEFT,$500 AND UNDER,STREET,False,False,2019,41.748835188,-87.61490718600001
11883839,JC500479,11/05/2019 02:30:00 PM,ROBBERY,ATTEMPT: AGGRAVATED,PARK PROPERTY,False,False,2019,41.791515401,-87.687635682
11754667,JC344840,07/09/2019 06:30:00 PM,THEFT,$500 AND UNDER,GAS STATION,False,False,2019,41.779112173,-87.693695901
11854383,JC464843,10/08/2019 06:00:00 AM,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,2019,41.738622807,-87.715275894
11580480,JC133698,01/29/2019 01:20:00 PM,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,2019,41.802611686,-87.66480678399999
11629177,JC192913,03/20/2019 01:15:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,2019,41.803468775,-87.739377171
11646033,JC213194,04/05/2019 06:30:00 PM,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,2019,41.825155197,-87.620420208
11731574,JC317147,06/22/2019 01:26:00 PM,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,2019,41.73609565,-87.604808666
11791713,JC389245,08/08/2019 11:30:00 PM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,2019,41.802410007,-87.59298534
11807399,JC408479,08/26/2019 05:41:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),APARTMENT,True,False,2019,41.877998966999996,-87.723922524
11819425,JC422623,09/06/2019 02:10:00 PM,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,2019,41.685702753,-87.67887592299999
11733633,JC319500,06/21/2019 11:00:00 PM,THEFT,$500 AND UNDER,STREET,False,False,2019,41.762040311999996,-87.616152735
11789341,JC386441,08/10/2019 06:39:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,False,False,2019,41.904653619,-87.6329484
11593599,JC149675,02/12/2019 01:00:00 PM,BATTERY,SIMPLE,CTA BUS STOP,False,False,2019,41.750832464,-87.605224746
11570938,JC121904,01/11/2019 05:00:00 PM,THEFT,$500 AND UNDER,STREET,False,False,2019,41.846245861999996,-87.628139319
11685103,JC260709,05/13/2019 01:47:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,2019,41.991856923,-87.68149118299999
11753728,JC343841,07/10/2019 09:35:00 PM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,2019,41.828040415,-87.69475744299999
11619311,JC181055,03/10/2019 05:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2019,41.749324117,-87.670688322
11678299,JC252560,05/05/2019 09:11:00 AM,THEFT,$500 AND UNDER,RESIDENCE,False,False,2019,41.775063663000005,-87.77516382299999
11651562,JC220009,03/19/2019 08:34:00 PM,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2019,41.892241814,-87.748773155
11610773,JC170445,03/01/2019 06:15:00 PM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2019,41.960899801,-87.784380254
11777004,JC372004,07/31/2019 12:52:00 AM,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,2019,41.738179085,-87.585662771
11642568,JC209319,04/02/2019 05:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,True,2019,41.744185161,-87.64749829200001
11888987,JC507074,11/11/2019 10:01:00 PM,ASSAULT,SIMPLE,APARTMENT,False,True,2019,41.998692163,-87.683816395
11846752,JC454866,09/28/2019 05:00:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,2019,41.885393253000004,-87.663547848
11630745,JC194855,03/22/2019 02:26:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,2019,41.994373614000004,-87.67385069
11589818,JC145197,02/06/2019 04:45:00 PM,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,2019,41.793060906,-87.703539139
11688163,JC264411,05/15/2019 05:00:00 PM,ASSAULT,SIMPLE,APARTMENT,True,False,2019,41.753213625,-87.59519281600001
11765293,JC357929,07/21/2019 02:30:00 AM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,2019,41.742520026,-87.67052377200001
11923269,JC548861,12/13/2019 09:20:00 PM,ASSAULT,SIMPLE,RESTAURANT,False,False,2019,41.890384235999996,-87.62410991700001
11728933,JC313883,06/20/2019 05:02:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,2019,41.921325166,-87.779766417
11685629,JC261285,05/10/2019 05:15:00 PM,ASSAULT,AGG PRO.EMP: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",False,False,2019,42.003358825,-87.70579981799999
11760201,JC351547,07/16/2019 04:16:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,2019,42.019399236999995,-87.675049485
11648994,JC217114,04/08/2019 11:10:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ABANDONED BUILDING,True,False,2019,41.877933236,-87.729141019
